0.26345,0.14318,0.61965,5.3277,198.95,0.55971,0.32142,5.8624,1.3437,0.8394,0.32142,2.2448,0.29742,0.32142,147.34,2.4773,6.9841,0.32142,0.26951,44.903,1.3684,0.31094,0.2209,0.69419,0.8394,2.0724,3.5033,2.6127,4.5087,-0.14624,0.26951,58.882,6.1989,2.1717,0.31094,1.2094,-0.166657611339659,0.8394,0.26072,2.2239,0.013675,0.26072,136.01,91.108,1.7956,4.303,60.336,0.27765,0.23281,5.3277,0.14318,0.16132,3.5393,3.5393,19993,0.25578,0.31385,0.74422,0,8.1287,4.0062,43.821,8.3294,5.0286,0
0.13287,0.14592,0.5326,4.65,66.835,0.41226,0.16623,5.5583,1.1448,0.81107,0.16623,1.1392,0.15434,0.16623,252.32,1.4466,6.8531,0.16623,0.12154,84.39,1.0996,0.17723,0.097151,0.51315,0.81107,1.218,1.4835,1.6567,4.7806,0.058926,0.12154,44.581,8.1873,1.2146,0.17723,1.3797,-0.166657611339659,0.81107,0.12958,0.46763,0.021601,0.12958,162.87,78.476,0.42019,2.4829,96.613,0.13237,0.096784,4.65,0.14592,0.12214,2.5229,2.5229,32139,0.12651,0.16383,0.87349,0,4.3251,4.6511,38.942,9.373,4.2544,0
-0.080617,0.90597,-0.097908,0.89193,-37.659,-0.28903,-0.080617,0.087716,0.97332,0.079467,-0.080617,-0.088985,-0.018603,-0.080617,-7487.4,-0.048749,1.1038,-0.080617,-0.033958,22.466,1.0779,-0.067427,-0.033958,-0.28903,0.079467,-0.048749,-0.27644,-0.5101,4.6239,0.37938,-0.033958,135.58,2.6922,-0.074426,-0.067427,2.3868,-0.166657611339659,0.079467,-0.028402,0.013933,-0.9616,-0.028402,122.3,99.831,-0.55171,0.73064,21.867,-0.10388,-0.043757,0.89193,0.90597,0.37144,0.41402,0.41402,-4118.3,-0.027407,-1.0145,1.0274,0,16.247,3.6562,139.29,2.6204,12.368,0
0.17203,0.56315,0.30834,1.5531,3.4455,0.54039,0.22368,0.73455,1.1308,0.41366,0.22368,0.40125,0.12344,0.22368,821.97,0.44405,1.7757,0.22368,0.11041,51.905,1.1313,0.23694,0.08492,0.68577,0.41366,0.35235,1.3226,2.2975,4.4184,0.25991,0.11041,113.58,3.2136,0.42074,0.23694,2.0503,101.5,0.41935,0.11696,0.071723,0.070309,0.11696,148.79,96.884,0.59716,1.0363,58.697,0.21055,0.10393,1.5374,0.55746,0.31118,3.0823,3.1247,8079.5,0.11571,0.41588,0.88429,0.01376,7.0321,3.7674,100.44,3.634,15.095,0
0.14403,0.09427,0.57841,7.1356,210.57,0.45851,0.18043,9.6078,1.2506,0.90573,0.18043,1.914,0.23715,0.18043,163.61,2.2309,10.608,0.18043,0.20345,73.923,0.88912,0.17858,0.16241,0.5701,0.90573,1.8449,2.5181,1.7671,4.49,-0.14859,0.20345,48.52,7.5227,1.8943,0.17858,0.89785,-0.166657611339659,0.90573,0.20136,2.4134,0.014868,0.20136,183.22,109.29,0.80192,5.2303,92.444,0.14869,0.16766,7.1356,0.09427,0.13293,2.7671,2.7671,17874,0.20035,0.15903,0.79965,0,4.9376,3.3397,38.799,9.4075,2.7094,0
0.044813,0.74188,-0.029547,0.95785,-113.84,0,0.058801,0.34793,1.5501,0.25812,0.079342,0.083888,0.065383,0.058801,2671.8,0.13661,1.3479,0.058801,0.037934,95.171,1.0652,0.079339,0.02891,-0.166657611339659,0.12271,0.11776,3.8625,-0.089919,3.8347,0.4786,0.049262,174.19,2.0954,1.9798,0.081318,1.5501,6.5287,0.29905,0.05246,0.024661,0.20289,0.051183,154.02,58.852,0.11087,0.38123,100.44,0.036789,0.023733,0.905,0.70095,0.47723,0.78552,0.91008,-201.95,0.05246,0.17361,0.96207,0.15857,3.8352,6.202,165.05,2.2114,4.7174,0
-0.072354,1.1218,-0.023798,0.96729,-76.881,-0.32564,-0.072354,-0.10859,0.53086,-0.12181,-0.046061,-0.099457,-0.036873,-0.072354,-20919,-0.017449,0.89141,-0.072354,-0.1363,80.435,-0.166657611339659,-0.094253,-0.1363,-0.166657611339659,-0.2782,-0.017449,-3.5847,-0.080316,4.5048,1.993,-0.086767,372.75,0.97922,0.63502,-0.18151,0.53086,1.4962,0.27032,-0.34192,0.087811,-0.90164,-0.17755,439.91,359.48,-0.61849,0.80648,59.94,-0.14703,-0.27697,0.62728,0.72749,1.0212,-0.4111,0.91229,-760.87,-0.34192,0.59398,1.1059,-3.2192,4.5378,1.0154,500.2,0.72971,1.7916,0
0.18652,0.35741,0.46252,2.5554,18.453,0,0.2309,1.7979,1.9088,0.64259,0.24492,0.77652,0.13864,0.2309,492.96,0.74043,2.7979,0.2309,0.12097,72.428,1.3194,0.24291,0.097718,-0.166657611339659,0.37636,0.61626,17.324,1.9261,3.8339,0.16156,0.12584,65.083,5.6082,4.6658,0.24116,1.9088,7.6433,0.69245,0.12634,0.1649,0.043065,0.12726,135.93,63.498,0.49245,1.2816,82.902,0.20917,0.10958,2.126,0.29736,0.17831,2.676,2.8837,3155,0.12634,0.29027,0.87934,0.077595,5.0395,5.7482,56.86,6.4192,7.9491,0
0.068167,0.56845,0.071875,1.2502,-39.536,-0.056938,0.104,0.75917,1.5344,0.43155,0.14129,0.36202,0.082593,0.104,1637.2,0.22294,1.7592,0.104,0.067778,51.511,1.1198,0.13859,0.044425,-0.166657611339659,0.075762,0.15991,3.7163,0.11216,3.7582,0.35709,0.07998,76.929,4.7446,2.3978,0.17141,1.5344,0.55608,0.68799,0.11171,0.08022,0.11745,0.090323,79.95,28.439,0.31479,0.4964,57.989,0.11586,0.075508,0.6318,0.28727,0.21076,0.6734,1.0736,411.91,0.11171,0.15796,0.93335,0.59424,7.0859,12.834,68.335,5.3413,2.3944,0
0.06555,0.14123,0.35611,3.5215,61.973,0.18359,0.082127,5.2384,1.0838,0.73982,0.082127,0.58151,0.11033,0.082127,397.25,0.91883,7.0807,0.082127,0.069828,54.681,1.0935,0.086357,0.055734,0.23043,0.73982,0.80145,0.79576,0.70844,4.49,-0.017833,0.069828,47.501,7.684,0.61147,0.086357,1.1965,-0.166657611339659,0.73982,0.073425,1.1576,0.034651,0.073425,103.6,48.923,0.37203,2.2739,59.262,0.038718,0.03292,3.5215,0.14123,0.13014,1.4718,1.4718,11005,0.077299,0.088603,0.9227,0,6.675,7.4607,43.829,8.3278,2.3398,0
